unique_id,name_id,party_abbrev,party_name,party_from,party_to,party_changed_name,party_simplified_name
Hardgrave1960,CK6,LIB,Liberal Party of Australia,,,,Liberals
Harding1921,KGL,ALP,Australian Labor Party,,,,Labor
Harper1842,KNI,LIB,Liberal Party of Australia,1910-01-01,,,Liberal Party of Australia
Harper1842,KNI,PROT,Protectionist Party,,1910-01-01,,Protectionist Party
Harris1937,KNK,LIB,Liberal Party of Australia,,,,Liberals
Harrison1880,KNT,UAP,United Australia Party,,,,United Australia Party
Harrison1892,KNX,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
Harrison1892,KNX,UAP,United Australia Party,,1944-01-01,,United Australia Party
Harrison1903,KNM,ALP,Australian Labor Party,,,,Labor
Hart1960,263070,ALP,Australian Labor Party,,,,Labor
Hartnoll1841,KNY,FT,Free Trade,,,,Free Trade
Hartsuyker1959,00AMM,NP,The Nationals,2003-10-01,,,Nationals
Hartsuyker1959,00AMM,NPA,National Party of Australia,,2003-10-01,,Nationals
Harvey1946,7H4,ALP,Australian Labor Party,,,,Labor
Haslem1939,KOB,LIB,Liberal Party of Australia,,,,Liberals
Hasluck1905,ZL6,LIB,Liberal Party of Australia,,,,Liberals
Hastie1982,260805,LIB,Liberal Party of Australia,,,,Liberals
Hatton1951,LN6,ALP,Australian Labor Party,,,,Labor
Haviland1952,TU5,ALP,Australian Labor Party,,,,Labor
Hawke1929,YD4,ALP,Australian Labor Party,,,,Labor
Hawke1977,HWO,LIB,Liberal Party of Australia,,,,Liberals
Hawker1894,KOC,NAT,Nationalist Party,,1931-01-01,,Nationalist Party
Hawker1894,KOC,UAP,United Australia Party,1931-01-01,,,United Australia Party
Hawker1949,8H4,LIB,Liberal Party of Australia,,,,Liberals
Haworth1905,KGP,LIB,Liberal Party of Australia,,,,Liberals
Hay1865,KGV,CP,Australian Country Party,1920-01-01,1922-10-01,,Nationals
Hay1865,KGV,IND,Independent,1922-10-01,,,Independent
Hay1865,KGV,NAT & FARMERS,Nationalist and Farmers,,1920-01-01,,Nationalist and Farmers
Hayden1933,RK4,ALP,Australian Labor Party,,,,Labor
Hayes1955,ECV,ALP,Australian Labor Party,,,,Labor
Haylen1898,KGX,ALP,Australian Labor Party,,,,Labor
Hedges1856,KGZ,LIB,Liberal Party of Australia,1910-01-01,,,Liberal Party of Australia
Hedges1856,KGZ,WAP,Western Australia Party,,1910-01-01,,Western Australia Party
Heitmann1878,KH8,NAT,Nationalist Party,,,,Nationalist Party
Henderson1964,ZN4,LIB,Liberal Party of Australia,,,,Liberals
Hendy1962,00BCM,LIB,Liberal Party of Australia,,,,Liberals
Henry1946,E0L,LIB,Liberal Party of Australia,,,,Liberals
Henzell1948,ZU5,ALP,Australian Labor Party,,,,Labor
Hewson1914,KHA,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Hewson1914,KHA,NCP,National Country Party,1975-05-03,,,Nationals
Hewson1946,9H4,LIB,Liberal Party of Australia,,,,Liberals
Hicks1940,AH4,NCP,National Country Party,,1982-10-17,1.0,Nationals
Hicks1940,AH4,NPA,National Party of Australia,1982-10-17,,,Nationals
Higgins1851,KHC,PROT,Protectionist Party,,,,Protectionist Party
Higgs1862,KHE,ALP,Australian Labor Party,,1920-01-15,,Labor
Higgs1862,KHE,IND,Independent,1920-01-15,1920-09-01,,Independent
Higgs1862,KHE,NAT,Nationalist Party,1920-09-01,,,Nationalist Party
Hill1866,KHG,CP,Australian Country Party,1920-01-01,,,Nationals
Hill1866,KHG,VFU,Victorian Farmers Union,,1920-01-01,,Victorian Farmers Union
Hill1973,86256,ALP,Australian Labor Party,,,,Labor
Hoare1963,83Y,ALP,Australian Labor Party,,,,Labor
Hockey1965,DK6,LIB,Liberal Party of Australia,,,,Liberals
Hodges1937,00ATA,LIB,Liberal Party of Australia,,,,Liberals
Hodgman1938,BV4,LIB,Liberal Party of Australia,,,,Liberals
Hogan1963,218019,NP,The Nationals,,,,The Nationals
Holder1850,KHI,ANTI-SOC,Anti-Socialist Party,1906-01-01,,,Anti-Socialist Party
Holder1850,KHI,FT,Free Trade,,1903-12-16,,Free Trade
Holder1850,KHI,PROT,Protectionist Party,1903-12-16,1906-01-01,,Protectionist Party
Holding1931,CH4,ALP,Australian Labor Party,,,,Labor
Hollis1938,DH4,ALP,Australian Labor Party,,,,Labor
Holloway1875,KHL,ALP,Australian Labor Party,,1931-12-19,,Labor
Holloway1875,KHL,ALP,Australian Labor Party,1936-01-01,,,Labor
Holloway1875,KHL,FLP,Federal Labor Party,1931-12-19,1936-01-01,,Federal Labor Party
Holman1871,KHO,UAP,United Australia Party,,,,United Australia Party
Holt1908,009MC,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
Holt1908,009MC,UAP,United Australia Party,,1944-01-01,,United Australia Party
Holt1914,KHQ,ALP,Australian Labor Party,,,,Labor
Holten1922,KHS,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Holten1922,KHS,NCP,National Country Party,1975-05-03,,,Nationals
Horne1939,UU5,ALP,Australian Labor Party,,,,Labor
Howard1939,ZD4,LIB,Liberal Party of Australia,,,,Liberals
Howarth1972,247742,LIB,Liberal Party of Australia,,,,Liberals
Howe1861,KHU,ALP,Australian Labor Party,,,,Labor
Howe1936,EH4,ALP,Australian Labor Party,,,,Labor
Howroyd1867,KHW,NAT,Nationalist Party,,,,Nationalist Party
Howse1863,KI7,NAT,Nationalist Party,,,,Nationalist Party
Howse1913,KHY,LIB,Liberal Party of Australia,,,,Liberals
Howson1919,0095J,LIB,Liberal Party of Australia,,,,Liberals
Hughes1862,DQC,ALP,Australian Labor Party,,1917-05-05,,Labor
Hughes1862,DQC,IND NAT,Independent National(ist),1929-05-01,1931-05-01,,Independent National(ist)
Hughes1862,DQC,LIB,Liberal Party of Australia,1944-05-01,,,Liberal Party of Australia
Hughes1862,DQC,NAT,Nationalist Party,1917-05-05,1929-05-01,,Nationalist Party
Hughes1862,DQC,UAP,United Australia Party,1931-05-01,1944-05-01,,United Australia Party
Hughes1923,IIS,LIB,Liberal Party of Australia,,,,Liberals
Hull1954,83O,NP,The Nationals,2003-10-11,,,Nationals
Hull1954,83O,NPA,National Party of Australia,,2003-10-11,,Nationals
Hulls1957,TT4,ALP,Australian Labor Party,,,,Labor
Hulme1907,KIF,LIB,Liberal Party of Australia,,,,Liberals
HumeCook1866,K4I,PROT,Protectionist Party,,,,Protectionist Party
Humphreys1934,FH4,ALP,Australian Labor Party,,,,Labor
Hunt1928,GH4,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Hunt1928,GH4,NCP,National Country Party,1975-05-03,1982-10-17,1.0,Nationals
Hunt1928,GH4,NPA,National Party of Australia,1982-10-17,,,Nationals
Hunt1965,00AMV,LIB,Liberal Party of Australia,,,,Liberals
Hunter1882,KIO,CP,Australian Country Party,,,,Nationals
Hurford1931,AV4,ALP,Australian Labor Party,,,,Labor
Hurry1868,KIR,NAT,Nationalist Party,,,,Nationalist Party
Husar1980,263328,ALP,Australian Labor Party,,,,Labor
Husic1970,91219,ALP,Australian Labor Party,,,,Labor
Hutchin1887,KIU,UAP,United Australia Party,,,,United Australia Party
Hutchinson1904,KIX,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
Hutchinson1904,KIX,UAP,United Australia Party,,1944-01-01,,United Australia Party
Hutchinson1965,212585,LIB,Liberal Party of Australia,,,,Liberals
Hutchison1859,KJ8,ALP,Australian Labor Party,,,,Labor
Hyde1936,9W4,LIB,Liberal Party of Australia,,,,Liberals
Innes1925,KJA,ALP,Australian Labor Party,,,,Labor
Irons1958,HYM,LIB,Liberal Party of Australia,,,,Liberals
Irvine1856,KJC,ANTI-SOC,Anti-Socialist Party,,1910-01-01,,Anti-Socialist Party
Irvine1858,KJE,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Irvine1858,KJE,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Irwin1898,KJG,LIB,Liberal Party of Australia,,,,Liberals
Irwin1951,83Z,ALP,Australian Labor Party,,,,Labor
Isaacs1855,KJI,PROT,Protectionist Party,,,,Protectionist Party
Jack1892,KJK,LIB,Liberal Party of Australia,,,,Liberals
Jackson1889,KJM,NAT,Nationalist Party,,,,Nationalist Party
Jackson1962,00AN2,ALP,Australian Labor Party,,,,Labor
Jacobi1928,CV4,ALP,Australian Labor Party,,,,Labor
Jakobsen1947,0E4,ALP,Australian Labor Party,,,,Labor
James1885,KJQ,ALP,Australian Labor Party,,1931-01-01,,Labor
James1885,KJQ,ALP,Australian Labor Party,1936-01-01,,,Labor
James1885,KJQ,LANG LAB,Lang Labor Party,1931-01-01,1936-01-01,,Lang Labor Party
James1914,KJO,ALP,Australian Labor Party,,,,Labor
Jarman1923,KJU,LIB,Liberal Party of Australia,,,,Liberals
Jeanes1958,EK6,LIB,Liberal Party of Australia,,,,Liberals
Jenkins1925,DRW,ALP,Australian Labor Party,,,,Labor
Jenkins1952,HH4,ALP,Australian Labor Party,,,,Labor
Jennings1878,KK7,UAP,United Australia Party,,,,United Australia Party
Jensen1865,KK9,ALP,Australian Labor Party,,1917-02-17,,Labor
Jensen1865,KK9,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Jensen1962,DYN,LIB,Liberal Party of Australia,,,,Liberals
Jess1922,KKB,LIB,Liberal Party of Australia,,,,Liberals
Jessop1927,KKD,IND,Independent,1987-06-01,,,Independent
Jessop1927,KKD,LIB,Liberal Party of Australia,,1987-06-01,,Liberals
Johns1952,JH4,ALP,Australian Labor Party,,,,Labor
Johnson1862,K99,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,,Anti-Socialist Party
Johnson1862,K99,FT,Free Trade,,1906-01-01,,Free Trade
Johnson1862,K99,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Johnson1862,K99,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Johnson1871,K9R,ALP,Australian Labor Party,,,,Labor
Johnson1889,K9G,ALP,Australian Labor Party,,,,Labor
Johnson1924,K9M,ALP,Australian Labor Party,,,,Labor
Johnson1929,K9J,ALP,Australian Labor Party,,,,Labor
Johnson1943,K9O,LIB,Liberal Party of Australia,,,,Liberals
Johnson1970,00AMX,IND,Independent,2010-05-01,,,Independent
Johnson1970,00AMX,LIB,Liberal Party of Australia,,2010-05-01,,Liberals
Johnston1930,K9V,LIB,Liberal Party of Australia,,,,Liberals
Johnston1943,NL6,LIB,Liberal Party of Australia,,,,Liberals
Jolley1874,KA7,ALP,Australian Labor Party,,,,Labor
Jolly1882,KA9,UAP,United Australia Party,,,,United Australia Party
Jones1878,KDW,ALP,Australian Labor Party,,,,Labor
Jones1917,KDV,ALP,Australian Labor Party,,,,Labor
Jones1944,KAB,LIB,Liberal Party of Australia,,,,Liberals
Jones1960,96430,LIB,Liberal Party of Australia,,,,Liberals
Jones1965,A9B,ALP,Australian Labor Party,,,,Labor
JonesBarry1932,KH4,ALP,Australian Labor Party,,,,Labor
Joshua1906,KDX,ALP,Australian Labor Party,,1955-04-01,,Labor
Joshua1906,KDX,ALP (A-C),Australian Labor Party (Anti-Communist),1955-04-01,,,Australian Labor Party (Anti-Communist)
Joske1895,KDY,LIB,Liberal Party of Australia,,,,Liberals
Jowett1858,KDZ,CP,Australian Country Party,1920-01-01,,,Nationals
Jowett1858,KDZ,NAT,Nationalist Party,,1919-01-01,,Nationalist Party
Jowett1858,KDZ,VFU,Victorian Farmers Union,1919-01-01,1920-01-01,,Victorian Farmers Union
Joyce1967,E5D,NP,The Nationals,,,,The Nationals
Jull1944,MH4,LIB,Liberal Party of Australia,,,,Liberals
Katter1918,1V5,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Katter1918,1V5,NCP,National Country Party,1975-05-03,1982-10-17,1.0,Nationals
Katter1918,1V5,NPA,National Party of Australia,1982-10-17,,,Nationals
Katter1945,HX4,IND,Independent,2001-07-01,2011-09-27,,Independent
Katter1945,HX4,KAP,Katters Australian Party,2011-09-27,,,Katters Australian Party
Katter1945,HX4,NPA,National Party of Australia,,2001-07-01,,Nationals
Keane1881,KE4,ALP,Australian Labor Party,,,,Labor
Kearney1903,KE7,ALP,Australian Labor Party,,,,Labor
Kearney1963,LTU,ALP,Australian Labor Party,,,,Labor
Keating1944,NH4,ALP,Australian Labor Party,,,,Labor
Keay1975,262273,ALP,Australian Labor Party,,,,Labor
Keenan1972,E0J,LIB,Liberal Party of Australia,,,,Liberals
Kekwick1910,KE8,LIB,Liberal Party of Australia,,,,Liberals
Kelly1877,KEA,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,,Anti-Socialist Party
Kelly1877,KEA,FT,Free Trade,,1906-01-01,,Free Trade
Kelly1877,KEA,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Kelly1877,KEA,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Kelly1912,009MM,LIB,Liberal Party of Australia,,,,Liberals
Kelly1948,OH4,ALP,Australian Labor Party,,,,Labor
Kelly1954,FK6,NP,The Nationals,2003-10-11,,,Nationals
Kelly1954,FK6,NPA,National Party of Australia,,2003-10-11,,Nationals
Kelly1960,HRI,ALP,Australian Labor Party,,,,Labor
Kelly1963,99931,LIB,Liberal Party of Australia,,,,Liberals
Kelly1964,GK6,LIB,Liberal Party of Australia,,,,Liberals
Kemp1941,BT4,LIB,Liberal Party of Australia,,,,Liberals
Kendell1851,KEB,LIB,Liberal Party of Australia,,,,Liberals
Kennedy1860,KED,PROT,Protectionist Party,,,,Protectionist Party
Kennedy1940,KEC,ALP,Australian Labor Party,,,,Labor
Kent1927,PH4,ALP,Australian Labor Party,,,,Labor
KentHughes1895,KEE,LIB,Liberal Party of Australia,,,,Liberals
Keogh1931,KEI,ALP,Australian Labor Party,,,,Labor
Keogh1981,249147,ALP,Australian Labor Party,,,,Labor
Keon1915,KEJ,ALP,Australian Labor Party,,1955-04-01,,Labor
Keon1915,KEJ,ALP (A-C),Australian Labor Party (Anti-Communist),1955-04-01,,,Australian Labor Party (Anti-Communist)
Kerby1885,KEK,NAT,Nationalist Party,,,,Nationalist Party
Kerin1937,QH4,ALP,Australian Labor Party,,,,Labor
Kernot1948,XW4,AD,Australian Democrats,,1997-10-15,,Australian Democrats
Kernot1948,XW4,ALP,Australian Labor Party,,,,Labor
Kerr1952,RH4,ALP,Australian Labor Party,1997-10-15,,,Labor
Khalil1973,101351,ALP,Australian Labor Party,,,,Labor
Killen1860,KEQ,CP,Australian Country Party,,,,Nationals
Killen1925,4U4,LIB,Liberal Party of Australia,,,,Liberals
King1920,KET,CP,Australian Country Party,,1975-05-03,1.0,Nationals
King1920,KET,NCP,National Country Party,1975-05-03,,,Nationals
King1952,00AMQ,IND,Independent,2004-09-01,,,Independent
King1952,00AMQ,LIB,Liberal Party of Australia,,2004-09-01,,Liberals
King1966,00AMR,ALP,Australian Labor Party,,,,Labor
King1973,102376,ALP,Australian Labor Party,,,,Labor
Kingston1850,KEW,PROT,Protectionist Party,,,,Protectionist Party
Kirwan1869,KYR,FT,Free Trade,,,,Free Trade
Kirwan1937,KGN,ALP,Australian Labor Party,,,,Labor
Klugman1924,SH4,ALP,Australian Labor Party,,,,Labor
Knott1956,GV5,ALP,Australian Labor Party,,,,Labor
Knox1850,KYT,ANTI-SOC,Anti-Socialist Party,1906-01-01,1910-01-01,,Anti-Socialist Party
Knox1850,KYT,FT,Free Trade,,1906-01-01,,Free Trade
Knox1850,KYT,LIB,Liberal Party of Australia,1910-01-01,,,Liberal Party of Australia
Lacey1887,KZ6,ALP,Australian Labor Party,,,,Labor
Lamb1939,JG4,ALP,Australian Labor Party,,,,Labor
Lamb1972,265975,ALP,Australian Labor Party,,,,Labor
Lambert1881,KZ8,ALP,Australian Labor Party,,,,Labor
Laming1966,E0H,LIB,Liberal Party of Australia,,,,Liberals
Lamond1865,KZC,NAT,Nationalist Party,,,,Nationalist Party
Landry1962,249764,NP,The Nationals,,,,The Nationals
Lane1873,KZF,UAP,United Australia Party,,,,United Australia Party
Lang1876,KZJ,ALP (N-C),Australian Labor Party (Non-Communist),1940-01-01,1941-02-01,,Australian Labor Party (Non-Communist)
Lang1876,KZJ,LANG LAB,Lang Labor Party,,1948-01-01,,Lang Labor Party
Langmore1939,KG4,ALP,Australian Labor Party,,,,Labor
Langtry1880,KZN,ALP,Australian Labor Party,,,,Labor
Latham1877,KZO,LIB,Liberal Party of Australia,,1925-01-01,,Liberals
Latham1877,KZO,NAT,Nationalist Party,1925-01-01,1931-01-01,,Nationalist Party
Latham1877,KZO,UAP,United Australia Party,1931-01-01,,,United Australia Party
Latham1961,K26,ALP,Australian Labor Party,,,,Labor
Laundy1971,247130,LIB,Liberal Party of Australia,,,,Liberals
Lavarch1961,LG4,ALP,Australian Labor Party,,,,Labor
Lavelle1887,KZU,ALP,Australian Labor Party,,,,Labor
Lawler1961,834,NPA,National Party of Australia,,,,Nationals
Lawrence1906,KZW,LIB,Liberal Party of Australia,,,,Liberals
Lawrence1948,XS4,ALP,Australian Labor Party,,,,Labor
Lawson1880,KZX,ALP,Australian Labor Party,1936-01-01,,,Labor
Lawson1880,KZX,FLP,Federal Labor Party,,1936-01-01,,Federal Labor Party
Lawson1897,KZZ,UAP,United Australia Party,,,,United Australia Party
Lazzarini1894,L07,ALP,Australian Labor Party,,1931-12-19,,Labor
Lazzarini1894,L07,ALP,Australian Labor Party,1936-01-01,,,Labor
Lazzarini1894,L07,LANG LAB,Lang Labor Party,1934-09-15,1936-01-01,,Lang Labor Party
Leckie1872,KR9,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
Leckie1872,KR9,NAT,Nationalist Party,,1919-12-13,,Nationalist Party
Leckie1872,KR9,UAP,United Australia Party,1935-07-01,1944-01-01,,United Australia Party
Lee1856,L0R,FT,Free Trade,,,,Free Trade
Lee1920,L0U,LIB,Liberal Party of Australia,,,,Liberals
Lee1957,MG4,ALP,Australian Labor Party,,,,Labor
Leeser1976,109556,LIB,Liberal Party of Australia,,,,Liberals
Leigh1972,BU8,ALP,Australian Labor Party,,,,Labor
Lemmon1908,L0X,ALP,Australian Labor Party,,,,Labor
Leslie1900,L19,CP,Australian Country Party,,,,Nationals
Lewis1882,L1C,ALP,Australian Labor Party,,,,Labor
Ley1879,L1G,NAT,Nationalist Party,,,,Nationalist Party
Ley1961,00AMN,LIB,Liberal Party of Australia,,,,Liberals
Liddell1862,L1H,ANTI-SOC,Anti-Socialist Party,1906-01-01,,,Anti-Socialist Party
Liddell1862,L1H,FT,Free Trade,,1906-01-01,,Free Trade
Lieberman1938,XU5,LIB,Liberal Party of Australia,,,,Liberals
Lindsay1905,L1I,LIB,Liberal Party of Australia,,,,Liberals
Lindsay1942,OG4,ALP,Australian Labor Party,,,,Labor
Lindsay1944,HK6,LIB,Liberal Party of Australia,,,,Liberals
Lister1875,L1J,NAT,Nationalist Party,,,,Nationalist Party
Littleproud1976,265585,NAT,Nationalist Party,,,,Nationalist Party
Liu1964,282918,LIB,Liberal Party of Australia,,,,Liberals
Livermore1969,83A,ALP,Australian Labor Party,,,,Labor
Livingston1856,KI9,ANTI-SOC,Anti-Socialist Party,,1910-01-01,,Anti-Socialist Party
Livingston1856,KI9,LIB,Liberal Party of Australia,1910-01-01,1917-02-17,,Liberal Party of Australia
Livingston1856,KI9,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Lloyd1937,2E4,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Lloyd1937,2E4,NCP,National Country Party,1975-05-03,1982-10-17,1.0,Nationals
Lloyd1937,2E4,NPA,National Party of Australia,1982-10-17,,,Nationals
Lloyd1954,IK6,LIB,Liberal Party of Australia,,,,Liberals
Long1885,KIB,ALP,Australian Labor Party,,,,Labor
Lonsdale1843,KIC,FT,Free Trade,,,,Free Trade
Luchetti1904,KID,ALP,Australian Labor Party,,,,Labor
Luck1900,KIE,LIB,Liberal Party of Australia,,,,Liberals
Lucock1916,KIH,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Lucock1916,KIH,NCP,National Country Party,1975-05-03,,,Nationals
Lusher1945,KIK,CP,Australian Country Party,,1975-05-03,1.0,Nationals
Lusher1945,KIK,NCP,National Country Party,1975-05-03,1982-10-17,1.0,Nationals
Lusher1945,KIK,NPA,National Party of Australia,1982-10-17,,,Nationals
Lynch1862,KIL,ALP,Australian Labor Party,,1917-02-17,,Labor
Lynch1862,KIL,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Lynch1933,KIM,LIB,Liberal Party of Australia,,,,Liberals
Lyne1844,KIN,IND,Independent,1910-01-01,,,Independent
Lyne1844,KIN,PROT,Protectionist Party,,1910-01-01,,Protectionist Party
Lyons1879,F4O,ALP,Australian Labor Party,,1931-01-01,,Labor
Lyons1879,F4O,UAP,United Australia Party,1931-01-01,,,United Australia Party
Lyons1897,J7U,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
Lyons1897,J7U,UAP,United Australia Party,,1944-01-01,,United Australia Party
Lyons1953,M38,ALP,Australian Labor Party,,,,Labor
MacdonaldPaterson1844,KIQ,FT,Free Trade,,,,Free Trade
Macfarlane1955,WN6,LIB,Liberal Party of Australia,,,,Liberals
Mack1933,AT4,IND,Independent,,,,Independent
Mackay1872,KIT,NAT,Nationalist Party,,1931-01-01,,Nationalist Party
Mackay1872,KIT,UAP,United Australia Party,1931-01-01,,,United Australia Party
Mackay1919,KIW,LIB,Liberal Party of Australia,,,,Liberals
MacKellar1938,0I4,LIB,Liberal Party of Australia,,,,Liberals
MacKenzie1941,KKT,NCP,National Country Party,,1982-10-17,1.0,Nationals
MacKenzie1941,KKT,NPA,National Party of Australia,1982-10-17,,,Nationals
Mackinnon1903,KKU,LIB,Liberal Party of Australia,,,,Liberals
Macklin1953,PG6,ALP,Australian Labor Party,,,,Labor
Macphee1938,6I4,LIB,Liberal Party of Australia,,,,Liberals
MacTiernan1953,L6P,ALP,Australian Labor Party,,,,Labor
Maher1936,GP4,ALP,Australian Labor Party,,,,Labor
Mahon1857,KLB,ALP,Australian Labor Party,,,,Labor
Mahoney1892,KLC,ALP,Australian Labor Party,1936-01-01,,,Labor
Mahoney1892,KLC,FLP,Federal Labor Party,,1936-01-01,,Federal Labor Party
Mahony1877,KLG,ALP,Australian Labor Party,,,,Labor
Maisey1915,KLJ,CP,Australian Country Party,,,,Nationals
Makin1889,KLL,ALP,Australian Labor Party,,1931-01-01,,Labor
Makin1889,KLL,ALP,Australian Labor Party,1936-01-01,,,Labor
Makin1889,KLL,FLP,Federal Labor Party,1931-01-01,1936-01-01,,Federal Labor Party
Maloney1854,KLM,ALP,Australian Labor Party,,1931-01-01,,Labor
Maloney1854,KLM,ALP,Australian Labor Party,1936-01-01,,,Labor
Maloney1854,KLM,FLP,Federal Labor Party,1931-01-01,1936-01-01,,Federal Labor Party
Manifold1867,KMM,LIB,Liberal Party of Australia,1913-05-31,1917-02-17,,Liberal Party of Australia
Manifold1867,KMM,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Manifold1867,KMM,PROT,Protectionist Party,,1903-12-23,,Protectionist Party
Mann1874,KMQ,NAT,Nationalist Party,,,,Nationalist Party
Manning1872,KMS,NAT,Nationalist Party,,,,Nationalist Party
Marek1964,LK6,NPA,National Party of Australia,,,,Nationals
Marino1954,HWP,LIB,Liberal Party of Australia,,,,Liberals
Marks1875,KMU,IND NAT,Independent National(ist),1929-01-01,,,Independent National(ist)
Marks1875,KMU,NAT,Nationalist Party,,1929-01-01,,Nationalist Party
Markus1958,E07,LIB,Liberal Party of Australia,,,,Liberals
Marles1967,HWQ,ALP,Australian Labor Party,,,,Labor
Marr1880,KMW,NAT,Nationalist Party,,1931-01-01,,Nationalist Party
Marr1880,KMW,UAP,United Australia Party,1931-01-01,,,United Australia Party
Martens1874,KMZ,ALP,Australian Labor Party,,1931-01-01,,Labor
Martens1874,KMZ,ALP,Australian Labor Party,1936-01-01,,,Labor
Martens1874,KMZ,FLP,Federal Labor Party,1931-01-01,1936-01-01,,Federal Labor Party
Martin1920,KN9,ALP,Australian Labor Party,,,,Labor
Martin1948,8I4,ALP,Australian Labor Party,,,,Labor
Martin1977,282982,LIB,Liberal Party of Australia,,,,Liberals
Martyr1932,KNA,LIB,Liberal Party of Australia,,,,Liberals
Marwick1895,KNC,CP,Australian Country Party,,,,Nationals
MassyGreene1874,KNF,LIB,Liberal Party of Australia,,1917-02-17,,Liberals
MassyGreene1874,KNF,NAT,Nationalist Party,1917-02-17,,,Nationalist Party
Matheson1958,M2V,LIB,Liberal Party of Australia,,,,Liberals
Mathews1865,KNH,ALP,Australian Labor Party,,,,Labor
Mathews1935,KOE,ALP,Australian Labor Party,,,,Labor
Mauger1857,KNJ,PROT,Protectionist Party,,,,Protectionist Party
Maxwell1859,KNP,IND NAT,Independent National(ist),1929-01-01,1931-01-01,,Independent National(ist)
Maxwell1859,KNP,NAT,Nationalist Party,,1929-01-01,,Nationalist Party
Maxwell1859,KNP,UAP,United Australia Party,1931-01-01,,,United Australia Party
May1950,83B,LIB,Liberal Party of Australia,,,,Liberals
Mayer1932,KOH,ALP,Australian Labor Party,,,,Labor
McArthur1937,VH4,LIB,Liberal Party of Australia,,,,Liberals
McBain1982,281988,ALP,Australian Labor Party,,,,Labor
McBride1892,KOL,LCL,Liberal Country League,1951-01-01,1954-01-01,,Liberal Country League
McBride1892,KOL,LIB,Liberal Party of Australia,1946-09-28,1951-01-01,,Liberal Party of Australia
McBride1892,KOL,LIB,Liberal Party of Australia,1954-01-01,,,Liberal Party of Australia
McBride1892,KOL,UAP,United Australia Party,,1944-06-20,,United Australia Party
McBride1975,248353,ALP,Australian Labor Party,,,,Labor
McCall1908,KOQ,UAP,United Australia Party,,,,United Australia Party
McCay1864,KPM,PROT,Protectionist Party,,,,Protectionist Party
McClelland1875,KPN,AUST CP,Australian Country Party,1934-01-01,,,Australian Country Party
McClelland1875,KPN,CP,Australian Country Party,,1934-01-01,,Nationals
McClelland1958,JK6,ALP,Australian Labor Party,,,,Labor
McColl1844,KQ4,ANTI-SOC,Anti-Socialist Party,1906-11-05,1913-01-01,,Anti-Socialist Party
McColl1844,KQ4,LIB,Liberal Party of Australia,1913-01-01,,,Liberal Party of Australia
McColl1844,KQ4,PROT,Protectionist Party,,1906-11-05,,Protectionist Party
McColm1914,KQJ,LIB,Liberal Party of Australia,,,,Liberals
McCormack1964,219646,NP,The Nationals,,,,The Nationals
McDonald1861,KQP,ALP,Australian Labor Party,,,,Labor
McDonald1872,KQS,ALP,Australian Labor Party,,,,Labor
McDonald1888,KQK,LIB,Liberal Party of Australia,1944-01-01,,,Liberal Party of Australia
McDonald1888,KQK,UAP,United Australia Party,,1944-01-01,,United Australia Party
McDougall1867,KQT,ALP,Australian Labor Party,,,,Labor
McDougall1946,KK6,LIB,Liberal Party of Australia,,,,Liberals
McEacharn1852,KQU,PROT,Protectionist Party,,,,Protectionist Party
McEwen1900,009MB,CP,Australian Country Party,,1940-01-01,,Nationals
McEwen1900,009MB,CP,Australian Country Party,1943-01-01,,,Nationals
McEwen1900,009MB,LCL,Liberal Country League,1940-01-01,1943-01-01,,Liberal Country League
McFarlane1944,83C,ALP,Australian Labor Party,,,,Labor
McGauran1955,XH4,NP,The Nationals,2003-10-11,,,Nationals
McGauran1955,XH4,NPA,National Party of Australia,,2003-10-11,,Nationals
McGowan1953,123674,IND,Independent,,,,Independent
McGrath1872,KRD,ALP,Australian Labor Party,,1931-01-01,,Labor
McGrath1872,KRD,UAP,United Australia Party,1931-01-01,,,United Australia Party
McGuren1909,KRF,ALP,Australian Labor Party,,,,Labor
McHugh1892,KRH,ALP,Australian Labor Party,,,,Labor
